NM_001005484	OR4F5
NM_004892	SEC22B
NM_203458	NOTCH2NL
ENST00000468030	RP11-458D21.5
NM_001039703	NBPF10
NM_213653	HFE2
NM_006472	TXNIP
NM_032305	POLR3GL
NM_001039888	ANKRD34A
NM_153713	LIX1L
NM_005105	RBM8A
NM_003846	PEX11B
NM_003637	ITGA10
NM_144698	ANKRD35
NM_006099	PIAS3
NM_001012758	NUDT17
NM_006468	POLR3C
NM_014455	RNF115
NM_007053	CD160
NM_001201325	PDZK1
NM_001097612	GPR89A
ENST00000447947	GPR89C
NM_183372	NBPF11
NM_001278141	NBPF12
NM_005399	PRKAB2
NM_001461	FMO5
NM_004284	CHD1L
NM_004326	BCL9
NM_016361	ACP6
NM_005266	GJA5
NM_005267	GJA8
NM_016334	GPR89B
ENST00000369228	NBPF24
ENST00000599640	BX842679.1
ENST00000539781	PPIAL4A
NM_001164262	PPIAL4F
NM_001164261	PPIAL4D
NM_001144032	PPIAL4E
NM_015383	NBPF14
NM_173638	NBPF15
ENST00000417839	NBPF16
ENST00000392948	HIST2H3PS2
ENST00000369173	FAM231D
NM_000566	FCGR1A
NM_001161334	HIST2H2BF
NM_001123375	HIST2H3D
NM_001034077	HIST2H4B
NM_003548	HIST2H4A
NM_001005464	HIST2H3A
NM_021059	HIST2H3C
NM_003516	HIST2H2AA3
NM_001040874	HIST2H2AA4
NM_003528	HIST2H2BE
NM_003517	HIST2H2AC
NM_175065	HIST2H2AB
NM_016074	BOLA1
NM_014849	SV2A
NM_005850	SF3B4
NM_001145862	MTMR11
NM_020205	OTUD7B
NM_007259	VPS45
NM_016274	PLEKHO1
NM_030920	ANP32E
NM_012113	CA14
NM_001077628	APH1A
NM_001301039	C1orf54
NM_001300838	C1orf51
NM_144697	CIART
NM_018997	MRPS21
NM_004698	PRPF3
NM_015203	RPRD2
NM_025150	TARS2
NM_001202858	ECM1
ENST00000538795	AL356356.1
NM_001288608	ADAMTSL4
ENST00000369035	ADAMTSL4-AS1
NM_021960	MCL1
NM_207042	ENSA
NM_018178	GOLPH3L
NM_032132	HORMAD1
NM_004079	CTSS
NM_000396	CTSK
NM_001668	ARNT
NM_001145415	SETDB1
NM_181746	CERS2
NM_003568	ANXA9
NM_001163258	FAM63A
NM_021222	PRUNE
NM_138278	BNIPL
NM_017860	C1orf56
NM_020239	CDC42SE1
NM_006818	MLLT11
NM_144618	GABPB2
NM_001178061	SEMA6C
NM_024575	TNFAIP8L2
NM_212551	LYSMD1
NM_024041	SCNM1
NM_001204848	TNFAIP8L2-SCNM1
NM_013353	TMOD4
NM_001271087	VPS72
NM_001135638	PIP5K1A
NM_002810	PSMD4
ENST00000447795	RP11-126K1.2
NM_020832	ZNF687
NM_002651	PI4KB
NM_000449	RFX5
NM_001258289	SELENBP1
NM_002796	PSMB4
NM_015100	POGZ
NM_020770	CGN
NM_001301317	TUFT1
NM_030918	SNX27
NM_007185	CELF3
ENST00000442233	AL589765.1
NM_001144956	RIIAD1
NM_031420	MRPL9
NM_016178	OAZ3
NM_006862	TDRKH
NM_001004432	LINGO4
NM_005060	RORC
NM_001136003	C2CD4D
NM_182578	THEM5
NM_053055	THEM4
NM_002966	S100A10
NM_005620	S100A11
NM_001008536	TCHHL1
NM_007113	TCHH
NM_001122965	RPTN
NM_001009931	HRNR
NM_002016	FLG
NM_001014342	FLG2
NM_016190	CRNN
NM_178438	LCE5A
NM_019060	CRCT1
NM_178435	LCE3E
NM_032563	LCE3D
NM_178434	LCE3C
NM_178433	LCE3B
NM_178431	LCE3A
NM_178430	LCE2D
NM_178429	LCE2C
NM_014357	LCE2B
NM_178428	LCE2A
NM_178356	LCE4A
NM_001024679	C1orf68
NM_001025231	KPRP
NM_178354	LCE1F
NM_178353	LCE1E
NM_178352	LCE1D
NM_178351	LCE1C
NM_178349	LCE1B
NM_178348	LCE1A
NM_001128600	LCE6A
NM_030663	SMCP
NM_005547	IVL
NM_173080	SPRR4
NM_001199828	SPRR1A
NM_005416	SPRR3
NM_003125	SPRR1B
NM_006945	SPRR2D
NM_005988	SPRR2A
NM_001017418	SPRR2B
NM_001024209	SPRR2E
NM_001014450	SPRR2F
NM_001014291	SPRR2G
NM_001010857	LELP1
NM_001195571	PRR9
NM_000427	LOR
NM_052891	PGLYRP3
NM_020393	PGLYRP4
NM_002965	S100A9
NM_005621	S100A12
NM_002964	S100A8
NM_176823	S100A7A
NM_001045479	S100A7L2
NM_002963	S100A7
NM_014624	S100A6
NM_002962	S100A5
NM_002961	S100A4
NM_002960	S100A3
NM_005978	S100A2
NM_080388	S100A16
NM_020672	S100A14
NM_005979	S100A13
NM_006271	S100A1
NM_001206612	CHTOP
NM_012437	SNAPIN
NM_004515	ILF2
NM_000906	NPR1
NM_023015	INTS3
NM_024330	SLC27A3
NM_020699	GATAD2B
NM_014856	DENND4B
NM_181715	CRTC2
NM_001271960	SLC39A1
NM_130898	CREB3L4
NM_006694	JTB
NM_002870	RAB13
NM_001030	RPS27
NM_207308	NUP210L
NM_152263	TPM3
NM_001010979	C1orf189
NM_001098616	C1orf43
NM_014847	UBAP2L
NM_006118	HAX1
NM_080429	AQP10
NM_020452	ATP8B2
NM_000565	IL6R
NM_001010846	SHE
NM_001098475	TDRD10
NM_017582	UBE2Q1
NM_000748	CHRNB2
NM_001111	ADAR
ENST00000594394	AL606500.1
NM_001204087	KCNN3
NM_006556	PMVK
NM_020524	PBXIP1
NM_138300	PYGO2
NM_001130040	SHC1
NM_001826	CKS1B
NM_025207	FLAD1
NM_018655	LENEP
NM_001252406	ZBTB7B
NM_144622	DCST2
NM_152494	DCST1
NM_207197	ADAM15
NM_182689	EFNA4
NM_004952	EFNA3
NM_004428	EFNA1
NM_018845	SLC50A1
NM_018973	DPM3
ENST00000473363	RP11-201K10.3
NM_173852	KRTCAP2
NM_025058	TRIM46
NM_001204286	MUC1
NM_007112	THBS3
NM_002455	MTX1
NM_000157	GBA
NM_006589	FAM189B
NM_005698	SCAMP3
NM_001294338	CLK2
NM_020897	HCN3
NM_000298	PKLR
NM_001135821	FDPS
NM_001039517	RUSC1-AS1
NM_001105203	RUSC1
NM_018489	ASH1L
NM_018116	MSTO1
NM_001198903	YY1AP1
NM_033657	DAP3
NM_001282856	GON4L
NM_152280	SYT11
NM_001256821	RIT1
NM_014949	KIAA0907
NM_181885	RXFP4
NM_001162383	ARHGEF2
NM_003145	SSR2
NM_020131	UBQLN4
NM_014017	LAMTOR2
NM_020387	RAB25
NM_001093725	MEX3A
NM_170707	LMNA
NM_001193301	SEMA4A
NM_001286184	SLC25A44
NM_001199661	PMF1-BGLAP
NM_001199654	PMF1
NM_199173	BGLAP
NM_001272104	PAQR6
NM_015327	SMG5
NM_032323	TMEM79
NM_144580	C1orf85
NM_001004319	VHLL
NM_005998	CCT3
NM_144627	TSACC
NM_020407	RHBG
NM_006365	C1orf61
NM_005920	MEF2D
NM_178229	IQGAP3
NM_001105669	TTC24
NM_144772	APOA1BP
NM_015590	GPATCH4
NM_021817	HAPLN2
NM_021948	BCAN
NM_006617	NES
NM_001878	CRABP2
NM_030980	ISG20L2
NM_015997	RRNAD1
NM_024540	MRPL24
NM_001126050	HDGF
NM_005973	PRCC
NM_001161441	SH2D2A
NM_014215	INSRR
NM_002529	NTRK1
NM_001080471	PEAR1
NM_144702	LRRC71
NM_198236	ARHGEF11
NM_001004341	ETV3L
NM_001145312	ETV3
NM_001195388	FCRL5
NM_031282	FCRL4
NM_052939	FCRL3
NM_030764	FCRL2
NM_052938	FCRL1
NM_005894	CD5L
NM_018240	KIRREL
NM_001766	CD1D
NM_001763	CD1A
NM_001765	CD1C
NM_001764	CD1B
NM_030893	CD1E
NM_001004475	OR10T2
NM_001004476	OR10K2
NM_001004473	OR10K1
NM_001004472	OR10R2
NM_001005189	OR6Y1
NM_001160325	OR6P1
NM_001004477	OR10X1
NM_001004478	OR10Z1
NM_003126	SPTA1
NM_001005279	OR6K2
NM_001005327	OR6K3
NM_001005184	OR6K6
NM_001005185	OR6N1
NM_001005278	OR6N2
NM_002432	MNDA
NM_152501	PYHIN1
NM_001206567	IFI16
NM_004833	AIM2
NM_021189	CADM3
ENST00000537147	DARC
NM_002036	ACKR1
NM_002001	FCER1A
NM_001004467	OR10J3
NM_012351	OR10J1
NM_001004469	OR10J5
NM_001639	APCS
NM_000567	CRP
NM_017823	DUSP23
NM_001004310	FCRL6
NM_020125	SLAMF8
NM_001134233	C1orf204
NM_001013661	VSIG8
ENST00000536779	RP11-190A12.7
NM_012337	CCDC19
ENST00000599780	AL590560.1
NM_001277224	TAGLN2
NM_001135050	IGSF9
NM_033438	SLAMF9
NM_145167	PIGM
NM_002241	KCNJ10
NM_004983	KCNJ9
NM_052868	IGSF8
NM_000702	ATP1A2
NM_144699	ATP1A4
NM_001231	CASQ1
NM_001297576	PEA15
NM_015726	DCAF8
NM_002857	PEX19
NM_001098398	COPA
NM_015331	NCSTN
NM_005598	NHLH1
NM_020335	VANGL2
NM_001184714	SLAMF6
NM_001184879	CD84
NM_003037	SLAMF1
NM_001778	CD48
NM_021181	SLAMF7
NM_002348	LY9
NM_001166663	CD244
NM_017625	ITLN1
NM_080878	ITLN2
NM_016946	F11R
ENST00000289779	RP11-544M22.13
NM_001113207	TSTD1
NM_001276373	USF1
NM_001025598	ARHGAP30
ENST00000600454	AL591806.1
NM_030916	PVRL4
NM_152366	KLHDC9
NM_012394	PFDN2
NM_005600	NIT1
NM_032998	DEDD
NM_016406	UFC1
NM_012475	USP21
NM_000309	PPOX
NM_001199874	B4GALT3
NM_005099	ADAMTS4
NM_004550	NDUFS2
NM_004106	FCER1G
ENST00000594609	AL590714.1
NM_001643	APOA2
NM_032174	TOMM40L
NM_001077482	NR1I3
NM_001102566	PCP4L1
NM_000530	MPZ
NM_003001	SDHC
NM_001013625	C1orf192
NM_001136219	FCGR2A
NM_002155	HSPA6
NM_000569	FCGR3A
NM_201563	FCGR2C
NM_001244753	FCGR3B
NM_004001	FCGR2B
NM_001184866	FCRLA
NM_001002901	FCRLB
NM_007240	DUSP12
NM_007348	ATF6
NM_001297713	OLFML2B
NM_014697	NOS1AP
ENST00000431696	RP11-565P22.6
NM_182581	C1orf111
NM_001135240	C1orf226
NM_053282	SH2D1B
NM_175866	UHMK1
NM_003115	UAP1
NM_001014796	DDR2
NM_016371	HSD17B7
NM_178550	C1orf110
NM_001102445	RGS4
NM_001254749	RGS5
NM_031423	NUF2
NM_002585	PBX1
NM_001174069	LMX1A
NM_006917	RXRG
NM_001005214	LRRC52
NM_004528	MGST3
NM_000696	ALDH9A1
NM_019026	TMCO1
NM_012474	UCK2
ENST00000595430	AL626787.1
NM_001017961	FAM78B
NM_017542	POGK
NM_053053	TADA1
NM_199351	ILDR2
NM_032858	MAEL
NM_005814	GPA33
NM_001080426	DUSP27
NM_002697	POU2F1
NM_000734	CD247
NM_003851	CREG1
NM_052862	RCSD1
NM_003953	MPZL1
NM_018417	ADCY10
NM_001143674	MPC2
NM_001198956	DCAF6
NM_001267609	GPR161
NM_152902	TIPRL
NM_199344	SFT2D2
NM_005149	TBX19
NM_003175	XCL2
NM_002995	XCL1
NM_001937	DPT
NM_001677	ATP1B1
NM_013330	NME7
NM_003666	BLZF1
NM_001300969	CCDC181
NM_006996	SLC19A2
NM_000130	F5
NM_003005	SELP
NM_000655	SELL
NM_000450	SELE
NM_033418	METTL18
NM_018186	C1orf112
NM_181093	SCYL3
NM_014970	KIFAP3
NM_001136107	METTL11B
NM_152281	GORAB
NM_022716	PRRX1
NM_001163629	MROH9
NM_006894	FMO3
ENST00000236166	FMO6P
NM_001460	FMO2
NM_001282692	FMO1
NM_002022	FMO4
NM_015172	PRRC2C
NM_000261	MYOC
NM_003762	VAMP4
NM_015935	METTL13
NM_015569	DNM3
NM_139240	C1orf105
NM_002642	PIGC
NM_016227	SUCO
NM_000639	FASLG
NM_005092	TNFSF18
NM_003326	TNFSF4
NM_004905	PRDX6
NM_178527	SLC9C2
NM_198493	ANKRD45
NM_001195190	LOC730159
NM_014458	KLHL20
NM_001127181	CENPL
NM_018122	DARS2
NM_001122770	ZBTB37
NM_000488	SERPINC1
NM_001300850	RC3H1
NM_014857	RABGAP1L
NM_005684	GPR52
NM_014412	CACYBP
NM_022100	MRPS14
NM_022093	TNN
NM_001162893	KIAA0040
NM_003285	TNR
NM_022457	RFWD2
NM_020318	PAPPA2
NM_004319	ASTN1
NM_021165	BRINP2
NM_033127	SEC16B
NM_170692	RASAL2
NM_032126	TEX35
ENST00000319387	C1orf220
ENST00000367636	C1ORF220
NM_152663	RALGPS2
NM_004673	ANGPTL1
NM_014864	FAM20B
NM_022371	TOR3A
NM_007314	ABL2
NM_003101	SOAT1
NM_144696	AXDND1
ENST00000600581	AL160286.1
NM_014625	NPHS2
NM_001199085	TDRD5
NM_173509	FAM163A
NM_145034	TOR1AIP2
ENST00000553856	IFRG15
NM_001267578	TOR1AIP1
NM_014810	CEP350
NM_002826	QSOX1
NM_033343	LHX4
NM_032360	ACBD6
NM_004736	XPR1
NM_020950	KIAA1614
ENST00000457152	AL162431.1
NM_005819	STX6
NM_001531	MR1
NM_016545	IER5
NM_000721	CACNA1E
NM_001009992	ZNF648
NM_001033044	GLUL
NM_172000	TEDDM1
NM_001137669	RGSL1
NM_021133	RNASEL
NM_002928	RGS16
NM_033345	RGS8
NM_030769	NPL
NM_001357	DHX9
NM_030933	SHCBP1L
NM_002293	LAMC1
NM_005562	LAMC2
NM_015039	NMNAT2
NM_201569	SMG7
NM_001127651	NCF2
NM_001270439	ARPC5
NM_203454	APOBEC4
NM_015149	RGL1
NM_015101	COLGALT2
NM_001300764	TSEN15
NM_030806	C1orf21
NM_025191	EDEM3
NM_052966	FAM129A
NM_007212	RNF2
NM_030934	TRMT1L
NM_017673	SWT1
NM_006469	IVNS1ABP
NM_031935	HMCN1
NM_005807	PRG4
NM_003292	TPR
NM_017847	C1orf27
ENST00000598663	AL596220.1
NM_022375	OCLM
NM_002597	PDC
NM_000963	PTGS2
NM_024420	PLA2G4A
NM_199051	BRINP3
NM_130782	RGS18
NM_001039152	RGS21
NM_002922	RGS1
NM_144766	RGS13
NM_002923	RGS2
NM_015984	UCHL5
NM_001042370	TROVE2
NM_016066	GLRX2
NM_024529	CDC73
NM_003783	B3GALT2
NM_198503	KCNT2
NM_000186	CFH
NM_021023	CFHR3
NM_002113	CFHR1
NM_001201550	CFHR4
NM_005666	CFHR2
NM_030787	CFHR5
NM_001994	F13B
NM_018136	ASPM
NM_194314	ZBTB41
NM_201253	CRB1
NM_001195215	DENND1B
NM_001024594	C1orf53
NM_001014434	LHX9
NM_133494	NEK7
NM_133262	ATP6V1G3
NM_002838	PTPRC
NM_205860	NR5A2
NM_012482	ZNF281
NM_014875	KIF14
NM_001031725	DDX59
NM_001297707	CAMSAP2
NM_005298	GPR25
NM_018265	C1orf106
NM_001252100	KIF21B
NM_000069	CACNA1S
NM_001270601	ASCL5
NM_001288571	TMEM9
NM_001164586	IGFN1
NM_000299	PKP1
NM_001276345	TNNT2
NM_005558	LAD1
NM_003281	TNNI1
NM_012396	PHLDA3
NM_004078	CSRP1
ENST00000593583	AC096677.1
NM_020443	NAV1
NM_018085	IPO9
NM_198149	SHISA4
NM_012134	LMOD1
NM_006335	TIMM17A
NM_020216	RNPEP
NM_001114309	ELF3
NM_004767	GPR37L1
NM_138795	ARL8A
NM_002832	PTPN7
NM_001017403	LGR6
NM_014176	UBE2T
NM_002481	PPP1R12B
NM_001136504	SYT2
NM_006618	KDM5B
ENST00000330493	RP11-480I12.4
NM_002871	RABIF
NM_021633	KLHL12
NM_015999	ADIPOR1
NM_016243	CYB5R1
NM_138391	TMEM183A
NM_001079809	TMEM183B
NM_015053	PPFIA4
NM_002479	MYOG
NM_000674	ADORA1
NM_004997	MYBPH
NM_001276	CHI3L1
NM_003465	CHIT1
NM_006763	BTG2
NM_002023	FMOD
NM_002725	PRELP
NM_014359	OPTC
NM_001684	ATP2B4
NM_017773	LAX1
NM_001174108	ZBED6
NM_014827	ZC3H11A
NM_003094	SNRPE
NM_005686	SOX13
NM_018208	ETNK2
NM_000537	REN
NM_002256	KISS1
NM_198447	GOLT1A
NM_014935	PLEKHA6
NM_032833	PPP1R15B
NM_002646	PIK3C2B
NM_002393	MDM4
NM_006338	LRRN2
NM_001005388	NFASC
NM_005076	CNTN2
NM_203376	TMEM81
NM_005057	RBBP5
NM_015375	DSTYK
NM_014858	TMCC2
NM_030952	NUAK2
NM_001271865	KLHDC8A
NM_001199050	LEMD1
NM_212503	CDK18
NM_181644	MFSD4
NM_001973	ELK4
NM_033102	SLC45A3
ENST00000598338	AC119673.1
NM_022731	NUCKS1
NM_001135662	RAB29
ENST00000367139	RAB7L1
NM_173854	SLC41A1
NM_152491	PM20D1
NM_134325	SLC26A9
NM_001123168	FAM72A
NM_000707	AVPR1B
NM_001007544	C1orf186
NM_001910	CTSE
NM_001271870	SRGAP2B
NM_001271872	SRGAP2C
NM_015326	SRGAP2
NM_014002	IKBKE
ENST00000367119	C1orf147
NM_182663	RASSF5
NM_006893	EIF2D
NM_003582	DYRK3
NM_032960	MAPKAPK2
NM_000572	IL10
NM_153758	IL19
NM_018724	IL20
NM_001185156	IL24
NM_005449	FAIM3
NM_002644	PIGR
NM_001170631	FCAMR
NM_023938	C1orf116
NM_018566	YOD1
NM_006212	PFKFB2
NM_001017367	C4BPB
NM_000715	C4BPA
NM_001114752	CD55
NM_001006658	CR2
NM_000651	CR1
NM_175710	CR1L
NM_172359	CD46
NM_001025109	CD34
NM_025179	PLXNA2
NM_001104548	MIR205HG
NM_020439	CAMK1G
NM_000228	LAMB3
NM_015714	G0S2
NM_181755	HSD11B1
NM_025228	TRAF3IP3
NM_152485	C1orf74
NM_006147	IRF6
NM_014388	DIEXF
NM_001146261	SYT14
NM_019605	SERTAD4
NM_001170587	HHAT
NM_172362	KCNH1
NM_001136223	RCOR3
NM_145759	TRAF5
NM_183059	RD3
NM_021194	SLC30A1
NM_002497	NEK2
NM_014873	LPGAT1
NM_015434	INTS7
NM_016448	DTL
NM_006243	PPP2R5A
NM_001198862	TMEM206
NM_013349	NENF
NM_001030287	ATF3
NM_153606	FAM71A
NM_018664	BATF3
NM_015471	NSL1
NM_001146171	TATDN3
ENST00000332912	C1orf227
NM_001024601	SPATA45
NM_014053	FLVCR1
NM_001301056	VASH2
NM_144567	ANGEL2
NM_012424	RPS6KC1
NM_002763	PROX1
NM_020197	SMYD2
NM_005401	PTPN14
NM_016343	CENPF
NM_001017425	KCNK2
NM_016121	KCTD3
NM_206933	USH2A
NM_001243518	ESRRG
NM_018040	GPATCH2
NM_138796	SPATA17
NM_016052	RRP15
NM_001135599	TGFB2
ENST00000443836	C1orf143
NM_138794	LYPLAL1
NM_018713	SLC30A10
NM_004446	EPRS
NM_006085	BPNT1
NM_018060	IARS2
NM_012414	RAB3GAP2
ENST00000416839	AC096644.1
NM_001286124	MARK1
NM_024709	C1orf115
NM_017898	MARC2
NM_022746	MARC1
NM_021958	HLX
NM_007207	DUSP10
NM_024746	HHIPL2
NM_001201536	TAF1A
NM_198551	MIA3
NM_022831	AIDA
NM_144695	BROX
NM_207468	FAM177B
NM_032890	DISP1
NM_003268	TLR5
NM_017982	SUSD4
NM_152610	CCDC185
ENST00000366875	C1orf65
NM_001143962	CAPN8
NM_001748	CAPN2
NM_001031685	TP53BP2
ENST00000600307	AC138393.1
NM_015176	FBXO28
NM_003676	DEGS1
NM_002533	NVL
NM_014184	CNIH4
NM_025160	WDR26
NM_152495	CNIH3
NM_001373	DNAH14
NM_002296	LBR
ENST00000366845	AC092811.1
NM_001008493	ENAH
NM_003133	SRP9
NM_000120	EPHX1
NM_014698	TMEM63A
NM_020997	LEFTY1
ENST00000432920	RP4-559A3.7
NM_013328	PYCR2
NM_003240	LEFTY2
NM_152608	SDE2
NM_002107	H3F3A
NM_022735	ACBD3
NM_001282402	MIXL1
NM_173083	LIN9
NM_001618	PARP1
NM_001003665	C1orf95
NM_002221	ITPKB
NM_000447	PSEN2
NM_020247	ADCK3
NM_003607	CDC42BPA
NM_178549	ZNF678
NM_023007	JMJD4
NM_053052	SNAP47
NM_183062	PRSS38
NM_003395	WNT9A
NM_033131	WNT3A
NM_001658	ARF1
NM_024319	C1orf35
NM_181462	MRPL55
NM_001242840	GUK1
NM_020435	GJC2
ENST00000366713	IBA57-AS1
NM_001010867	IBA57
NM_001098623	OBSCN
ENST00000337335	C1orf145
NM_145214	TRIM11
NM_001024940	TRIM17
NM_003493	HIST3H3
NM_033445	HIST3H2A
NM_175055	HIST3H2BB
NM_001010858	RNF187
NM_001287262	BTNL10
NM_021205	RHOU
ENST00000323223	TMEM78
NM_004578	RAB4A
NM_006542	SPHAR
NM_145257	CCSAP
NM_001100	ACTA1
NM_018230	NUP133
NM_012089	ABCB10
NM_014409	TAF5L
NM_014777	URB2
NM_004481	GALNT2
NM_001258311	PGBD5
NM_007357	COG2
NM_000029	AGT
NM_006615	CAPN9
NM_032800	C1orf198
NM_024525	TTC13
NM_022786	ARV1
NM_198552	FAM89A
NM_001004342	TRIM67
NM_001256615	LOC149373
NM_152379	C1orf131
NM_014236	GNPAT
NM_175876	EXOC8
NM_032018	SPRTN
NM_022051	EGLN1
ENST00000602956	TSNAX-DISC1
NM_005999	TSNAX
NM_001164537	DISC1
NM_020808	SIPA1L2
NM_019090	MAP10
NM_032324	NTPCR
NM_014801	PCNXL2
ENST00000366624	MLK4
NM_032435	KIAA1804
NM_002245	KCNK1
NM_173508	SLC35F3
NM_001012985	COA6
NM_005646	TARBP1
NM_182972	IRF2BP2
NM_014765	TOMM20
NM_015014	RBM34
NM_001206794	ARID4B
NM_001037277	GGPS1
NM_001079515	TBCE
NM_152490	B3GALNT2
NM_001098722	GNG4
NM_000081	LYST
NM_002508	NID1
NM_003272	GPR137B
NM_019891	ERO1LB
NM_145861	EDARADD
NM_006499	LGALS8
NM_018072	HEATR1
NM_001103	ACTN2
NM_000254	MTR
NM_001276687	MT1HL1
NM_001035	RYR2
NM_021186	ZP4
ENST00000604646	MTRNR2L11
NM_000740	CHRM3
NM_020066	FMN2
ENST00000596886	AL646016.1
NM_022469	GREM2
NM_002924	RGS7
NM_000143	FH
NM_003679	KMO
NM_014322	OPN3
NM_001821	CHML
NM_144625	WDR64
NM_130398	EXO1
NM_001290693	BECN1P1
NM_001004343	MAP1LC3C
NM_152666	PLD5
NM_014812	CEP170
ENST00000596590	AC092782.1
NM_006642	SDCCAG8
NM_005465	AKT3
NM_205768	ZBTB18
ENST00000598000	AL590483.1
NM_001012970	C1orf100
NM_001126	ADSS
NM_001130957	C1orf101
NM_016076	DESI2
NM_198076	COX20
NM_031844	HNRNPU
ENST00000607453	RP11-156E8.1
NM_001290327	EFCAB2
NM_018012	KIF26B
NM_001167740	SMYD3
NM_022366	TFB2M
NM_152609	CNST
NM_016002	SCCPDH
NM_015446	AHCTF1
NM_020394	ZNF695
NM_033213	ZNF670
NM_024804	ZNF669
NM_207401	C1orf229
NM_001297568	ZNF124
NM_173858	VN1R5
NM_032752	ZNF496
NM_004895	NLRP3
NM_001004492	OR2B11
NM_001004698	OR2W5
NM_198074	OR2C3
NM_145278	GCSAML
NM_001001915	OR2G2
NM_001001914	OR2G3
NM_001005487	OR13G1
NM_001005286	OR6F1
ENST00000366485	OR14A2
ENST00000283225	OR14K1
NM_012353	OR1C1
NM_001001966	OR14A16
NM_001001959	OR11L1
NM_015431	TRIM58
NM_001001957	OR2W3
NM_001005522	OR2T8
ENST00000318244	OR2AJ1
NM_001001963	OR2L8
NM_001004491	OR2AK2
NM_001258284	OR2L5
NM_001004686	OR2L2
NM_001004687	OR2L3
NM_175911	OR2L13
NM_001004690	OR2M5
NM_001004688	OR2M2
NM_001004689	OR2M3
NM_017504	OR2M4
NM_001004695	OR2T33
NM_001004692	OR2T12
NM_001004691	OR2M7
NM_001001918	OR14C36
NM_001004696	OR2T4
NM_001005471	OR2T6
NM_030904	OR2T1
ENST00000460972	OR2T7
NM_001004136	OR2T2
NM_001005495	OR2T3
NM_001004697	OR2T5
NM_001013355	OR2G6
NM_001004694	OR2T29
NM_001001821	OR2T34
NM_001004693	OR2T10
NM_001001964	OR2T11
NM_001001827	OR2T35
NM_001001824	OR2T27
NM_001004734	OR14I1
NM_001085474	LYPD8
NM_030645	SH3BP5L
NM_024836	ZNF672
NM_001136036	ZNF692
NM_170725	PGBD2
NM_177987	TUBB8
NM_006624	ZMYND11
NM_014974	DIP2C
ENST00000441152	PRR26
NM_015155	LARP4B
ENST00000381466	AL359878.1
NM_012341	GTPBP4
NM_033261	IDI2
NM_004508	IDI1
NM_014023	WDR37
NM_018702	ADARB2
NM_001242339	PFKP
NM_001242307	PITRM1
NM_001300	KLF6
NM_001040177	AKR1E2
NM_001353	AKR1C1
NM_001354	AKR1C2
NM_001253908	AKR1C3
ENST00000473890	AKR1CL1
NM_001818	AKR1C4
NM_053049	UCN3
NM_024803	TUBAL3
NM_001047160	NET1
NM_017422	CALML5
NM_005185	CALML3
NM_024701	ASB13
NM_017782	FAM208B
NM_001494	GDI2
NM_001009941	ANKRD16
NM_032807	FBXO18
NM_001256765	IL15RA
NM_000417	IL2RA
NM_001145547	RBM17
NM_001282630	PFKFB3
ENST00000391437	DKFZP667F0711
NM_006257	PRKCQ
NM_001018039	SFMBT2
NM_030569	ITIH5
NM_002216	ITIH2
NM_012311	KIN
NM_001001973	ATP5C1
NM_031923	TAF3
NM_001002295	GATA3
NM_006561	CELF2
NM_001080491	USP6NL
NM_024693	ECHDC3
NM_153256	PROSER2
NM_015542	UPF2
NM_018706	DHTKD1
NM_018144	SEC61A2
NM_014142	NUDT5
NM_006023	CDC123
NM_153498	CAMK1D
NM_031455	CCDC3
NM_021980	OPTN
NM_182751	MCM10
NM_145314	UCMA
NM_006214	PHYH
ENST00000429930	AL138764.1
NM_012247	SEPHS1
NM_152751	BEND7
NM_003675	PRPF18
ENST00000601460	RP11-295P9.3
NM_018027	FRMD4A
NM_031453	FAM107B
NM_001029954	CDNF
NM_016299	HSPA14
NM_001193424	SUV39H2
NM_001033855	DCLRE1C
NM_001080836	MEIG1
NM_018324	OLAH
NM_001039844	ACBD7
NM_153244	C10orf111
NM_183005	RPP38
NM_004808	NMT2
NM_001010924	FAM171A1
NM_003638	ITGA8
NM_024948	FAM188A
NM_030664	PTER
NM_001010908	C1QL3
NM_012425	RSU1
NM_001081	CUBN
NM_004412	TRDMT1
NM_003380	VIM
NM_001004470	ST8SIA6
NM_014241	PTPLA
NM_003473	STAM
NM_001098844	TMEM236
ENST00000331429	MRC1L1
NM_002438	MRC1
NM_001145195	SLC39A12
NM_201596	CACNB2
NM_182543	NSUN6
ENST00000606425	RP11-139J15.7
NM_178815	ARL5B
NM_001142308	MALRD1
NM_032812	PLXDC2
NM_006393	NEBL
NM_001010896	C10orf113
NM_001010911	CASC10
NM_207371	SKIDA1
NM_001195626	MLLT10
NM_022365	DNAJC1
NM_001199938	EBLN1
NM_012071	COMMD3
NM_001204062	COMMD3-BMI1
NM_005180	BMI1
NM_012443	SPAG6
NM_005028	PIP4K2A
NM_173081	ARMC3
NM_012228	MSRB2
NM_178161	PTF1A
ENST00000376501	C10orf115
NM_153714	C10orf67
NM_001145373	OTUD1
NM_019590	KIAA1217
ENST00000596413	AL353583.1
NM_020824	ARHGAP21
NM_020200	PRTFDC1
NM_145010	ENKUR
NM_024838	THNSL1
NM_020752	GPR158
NM_017433	MYO3A
NM_000818	GAD2
NM_019043	APBB1IP
NM_014317	PDSS1
NM_005470	ABI1
NM_014915	ANKRD26
NM_139312	YME1L1
NM_001172303	MASTL
NM_145698	ACBD5
NM_001034842	PTCHD3
NM_001256410	RAB18
NM_173576	MKX
